This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
195110,  -3.12,  -2.04,  -4.15,   1.17,  -6.37,  -1.08,  -3.13,  -5.98,   0.70,  -3.62
195111,  -0.06,   2.02,   0.44,  -0.77,   2.54,   0.50,   1.53,  -0.48,   1.66,   2.12
195112,   1.92,   2.48,   4.57,   4.72,   4.92,   0.87,  -0.27,   5.15,   3.28,   2.13
195201,   0.52,  -1.17,  -0.30,   6.60,  -1.65,   0.18,  -0.46,   0.65,   3.08,   3.33
195202,  -2.03,   0.43,  -3.85,  -3.43,  -3.31,  -0.62,  -3.77,  -4.25,   0.69,  -1.58
195203,   1.72,   8.33,   2.98,   8.72,   5.22,   1.27,   2.54,   0.44,   2.23,   5.84
195204,  -3.33,  -3.00,  -6.62,  -7.66,  -3.37,  -0.75,  -1.85,  -5.50,  -1.80,  -3.39
195205,   2.14,   4.01,   4.28,   3.52,   2.93,   1.03,   2.59,   2.52,   2.99,   2.95
195206,   2.87,   5.25,   4.33,   5.45,   5.90,   2.07,   3.01,  -0.96,   1.10,   4.03
195207,   0.58,   2.53,   2.22,  -1.02,   1.42,   0.25,   1.94,  -4.40,   2.03,   1.14
195208,   0.96,   2.02,  -1.67,  -2.68,  -0.22,   0.89,  -0.31,  -0.57,   1.82,  -0.14
195209,  -2.85,  -0.78,  -2.10,  -4.30,   1.05,  -0.35,  -0.77,  -4.12,   0.33,  -1.37
195210,  -0.89,   1.20,  -1.55,   0.38,  -1.06,   0.92,  -1.10,  -1.38,   0.34,  -1.57
195211,   6.05,   6.56,   8.74,   2.08,   9.19,   4.07,   4.57,   7.24,   5.09,   7.30
195212,   1.43,   7.02,   2.68,   4.55,   3.06,   0.88,   1.30,  -1.95,   2.01,   3.74
195301,   2.16,  -0.36,   0.66,  -2.99,  -2.31,   1.00,   0.82,  -5.12,   0.92,   1.08
195302,   1.78,  -1.19,  -0.98,   0.33,   0.52,  -0.40,  -0.15,   2.07,   0.51,  -0.22
195303,  -1.75,  -4.39,  -1.64,  -0.55,  -0.77,  -0.44,  -0.49,  -0.16,   0.15,  -1.45
195304,  -0.13,  -1.97,  -2.68,  -5.18,  -0.37,  -1.04,  -0.81,  -5.34,  -2.96,  -3.21
195305,   0.23,  -0.05,   0.22,   1.83,   1.14,   0.37,   1.52,  -0.05,  -0.14,   1.43
195306,  -0.84,  -3.33,  -2.32,  -0.07,  -2.00,   0.51,  -2.19,  -3.31,  -2.82,  -2.05
195307,   2.72,   0.72,   2.60,   3.93,   2.31,   0.94,   1.97,   3.66,   3.41,   1.43
195308,  -3.52,  -6.46,  -4.89,  -6.44,  -4.42,  -0.84,  -2.37,   0.04,  -0.36,  -6.81
195309,   0.25,  -0.83,   1.16,  -1.92,   3.37,   1.78,   0.10,   0.43,   1.64,  -1.00
195310,   0.69,   7.70,   6.01,   5.64,   7.25,   1.39,   0.87,   2.65,   4.47,   3.70
195311,   0.34,   0.49,   4.18,   2.00,   5.07,   2.27,   3.34,   8.03,   3.00,   2.78
195312,  -0.62,  -1.21,   0.62,   0.44,   0.69,   0.53,   1.24,  -1.35,   0.69,  -2.31
195401,   4.18,   5.28,   4.51,   8.64,   6.85,   1.89,   3.32,   5.65,   3.32,   6.65
195402,  -0.31,   1.72,   0.97,   2.82,   5.01,   2.58,   0.44,  -0.18,   1.59,   1.54
195403,   1.37,   3.51,   4.86,   4.28,   8.87,   1.72,   0.37,   0.29,   2.96,   1.80
195404,   0.98,   4.09,   5.72,   6.15,   9.08,   1.96,   1.53,   1.20,   1.25,   2.87
195405,   2.39,   4.47,   4.49,   2.99,  -0.42,   1.23,   2.85,   1.61,   2.64,   4.40
195406,   0.58,   1.19,   3.61,  -5.87,   9.73,   0.55,   2.50,  -2.45,   1.29,   1.50
195407,   6.39,   9.84,   5.21,   4.18,  -0.50,   4.36,   4.22,   8.22,   5.42,   6.82
195408,  -2.71,  -3.37,  -3.79,   0.56,  -4.68,  -1.42,  -0.23,  -2.58,  -1.73,  -2.27
195409,   3.88,  14.47,   6.60,  10.01,   6.43,   2.50,   4.84,   2.81,   2.01,   4.30
195410,  -2.22,  -0.76,  -1.11,  -1.99,  -1.97,  -0.85,  -2.53,  -1.63,  -3.81,   0.59
195411,   6.09,   4.47,  13.74,   8.09,  13.21,   3.43,   8.41,  12.61,   5.68,  11.18
195412,   4.35,   7.26,   6.55,   6.48,   3.08,   1.58,   2.27,   6.15,   3.54,   9.37
195501,   0.28,   0.54,  -0.11,   0.41,   3.49,   0.80,   1.74,  -2.88,   1.46,   0.89
195502,   1.54,  -1.06,   4.18,   2.43,   4.42,   3.99,   1.30,   2.86,   3.64,   3.78
195503,  -0.85,   0.05,   0.36,  -0.24,  -1.09,  -0.19,  -1.40,   6.11,  -0.74,   0.94
195504,   4.08,   5.67,   4.34,   0.56,   5.37,   1.97,   1.83,   0.01,   2.56,   3.42
195505,  -0.29,  -1.12,   3.01,  -0.60,   0.07,   1.29,   3.02,   3.17,  -0.15,   1.64
195506,   2.50,  10.09,   9.59,  11.20,   2.72,   0.69,   4.43,   0.17,   1.67,   2.37
195507,   2.06,  19.60,  -1.17,   2.76,  -2.64,   2.61,   2.03,   0.13,   3.68,  -1.42
195508,  -0.67,  -4.31,   3.05,  -1.08,   0.86,  -2.44,   1.63,   0.16,   0.05,   0.58
195509,  -1.60,   9.21,  -0.76,  -0.38,  -4.22,   1.09,   3.42,  -3.18,  -2.68,  -2.71
195510,  -0.83,  -4.94,  -3.05,  -0.98,  -5.20,  -1.15,  -2.51,   0.82,  -0.94,  -2.63
195511,   3.51,   9.08,   8.02,   8.62,  10.13,   1.63,   6.01,   6.29,   3.40,   8.36
195512,   1.19,  -4.07,   2.89,   3.70,   4.88,   0.87,  -0.77,   6.23,  -0.12,  -0.67
195601,  -1.52,  -6.72,  -4.57,   0.54,  -5.21,   1.87,  -4.41,  -6.50,  -0.34,  -2.76
195602,   1.09,   5.65,   4.89,   4.28,   6.28,   0.16,   2.82,   8.29,   1.94,   3.38
195603,   1.75,   3.74,   7.72,  11.44,  10.48,   1.43,   0.43,   7.26,   3.77,   5.71
195604,   0.86,  -5.14,   1.02,   3.62,   0.09,  -0.88,  -1.82,   2.77,  -2.18,   0.89
195605,  -3.25,  -4.48,  -6.18,  -6.41,  -5.28,  -1.06,  -4.56,  -1.24,  -0.73,  -5.41
195606,   0.65,   7.02,   4.61,   2.73,   7.13,   1.28,   2.21,   3.60,   2.36,   1.55
195607,   1.99,   4.36,   6.06,   6.03,   5.28,   2.65,   4.57,   3.10,   5.24,   2.42
195608,  -1.38,   0.81,  -3.02,  -5.30,  -3.56,  -1.39,  -2.62,  -3.08,  -2.49,  -3.55
195609,  -3.26,  -1.21,  -6.08,  -5.81,  -6.87,  -2.82,  -4.41,  -3.70,  -3.87,  -4.41
195610,   0.40,  -1.01,   1.09,   0.53,   3.25,  -1.40,   1.33,   0.58,   1.13,   1.10
195611,  -0.44,  -3.49,  -0.77,   5.29,   0.69,   1.53,  -2.15,  -1.36,   0.41,   0.21
195612,   1.25,   1.04,   4.86,   4.11,   4.43,   2.58,  -0.43,   6.07,   1.82,   1.99
195701,   1.77,  -6.22,  -5.87,  -4.12,  -5.64,   2.90,  -1.25,  -2.27,   2.63,  -0.54
195702,  -1.40,  -1.88,  -2.75,  -2.27,  -0.65,   0.33,  -0.93,  -0.35,  -0.30,  -2.56
195703,   1.58,   0.54,   2.03,   3.17,   4.78,   1.52,   2.00,   8.23,   1.69,   2.31
195704,   1.39,   7.95,   3.70,   6.94,   8.39,   0.44,   0.18,   5.43,   3.16,   3.16
195705,   1.39,   1.03,   3.17,   7.65,   5.79,   1.04,   2.56,   4.80,   2.25,   1.36
195706,  -0.65,   0.07,   0.34,  -1.75,   5.25,  -2.11,  -1.91,   6.48,  -5.12,  -1.10
195707,   0.92,   3.64,   0.45,   1.00,   1.07,  -0.24,   2.89,   2.60,   0.01,   1.13
195708,  -2.00,  -3.11,  -6.23,  -5.75,  -7.05,  -0.12,  -2.71,  -2.97,  -2.58,  -5.47
195709,  -1.16,  -7.10,  -6.89,  -7.98,  -6.38,  -2.25,   0.41,  -3.04,  -1.74,  -6.67
195710,  -2.12,  -3.95,  -4.73,  -5.77,  -1.78,  -2.10,  -3.93,  -0.68,  -0.70,  -6.87
195711,   3.37,  -5.28,   3.37,   2.43,   6.48,   1.49,   1.74,   8.63,   4.40,   0.41
195712,   0.43,  -7.89,  -4.60,  -6.99,  -3.22,   1.26,  -1.72,  -0.48,   2.56,  -4.43
195801,   7.46,   4.96,   5.39,   1.59,   4.03,   4.26,   7.49,  -0.41,   6.06,  11.03
195802,   2.04,  -1.46,  -2.03,  -4.63,  -1.64,   0.66,   1.41,   4.95,   1.29,  -1.78
195803,   4.20,   2.95,   1.57,   7.92,   2.61,   1.17,   4.08,   8.17,   2.07,   2.51
195804,   3.54,   4.96,   1.44,   5.14,  -0.12,   2.70,   3.00,   6.56,   4.95,   4.52
195805,   2.72,   4.81,   3.45,   0.33,   1.50,   2.11,   3.62,   1.44,   1.45,   3.74
195806,   2.64,   2.62,   2.37,   4.93,   3.63,   1.67,   2.15,   3.55,   2.19,   2.89
195807,   1.64,   9.98,   8.49,   0.69,   3.74,   0.90,   1.87,   5.98,   1.12,   5.22
195808,   2.93,  -0.01,   2.42,   1.92,   2.08,   2.41,   5.71,   1.98,  -1.00,   3.06
195809,   4.26,  10.04,   4.54,   3.28,   6.20,   5.08,   4.03,  11.74,   3.46,   4.27
195810,   2.50,   2.28,   3.05,   1.33,   4.49,   1.46,   1.21,   1.05,   4.28,   3.75
195811,   4.10,   1.71,   2.92,   1.93,   4.35,   2.15,   5.90,   8.04,   2.96,   4.63
195812,   2.68,   2.75,   5.21,   1.25,  13.14,  13.40,   5.72,   4.61,   5.94,   3.09
195901,   3.81,  -1.09,   0.79,   0.51,  -2.22,   3.91,   3.49,  -0.62,   1.25,   2.10
195902,   3.01,  -1.95,   3.63,  -7.43,   5.15,   4.86,   2.65,   3.88,   1.26,   1.76
195903,   0.29,  -1.19,  -0.24,   2.14,   2.33,  -0.52,  -1.67,   4.25,   1.64,  -0.74
195904,   3.01,   9.38,   4.17,   1.71,   8.44,   4.61,   1.54,  11.93,  -1.13,   1.95
195905,   1.33,   5.21,   4.05,  -0.95,   4.85,  -1.01,   2.72,  -1.07,  -1.10,   0.63
195906,   1.67,   0.16,   1.28,  -2.72,  -0.98,  -1.10,   2.27,   6.60,  -2.23,   1.23
195907,   3.70,   8.43,   3.73,   4.96,   0.45,   0.60,   2.12,   4.74,   3.82,   0.46
195908,  -0.39,   2.46,  -1.89,  -3.15,  -2.50,   0.61,   0.79,  -3.57,   1.34,  -2.23
195909,  -3.25,  -4.45,  -4.96,  -6.91,  -4.18,  -0.96,  -2.12,  -4.95,  -4.35,  -4.11
195910,   3.80,  -1.26,   1.42,   1.16,   4.98,   1.30,   0.87,   2.34,   0.89,   0.30
195911,   1.25,  -0.11,   2.19,  -0.41,   9.21,  -1.23,   2.34,   5.62,   0.40,  -0.50
195912,   1.23,   5.16,   2.16,   4.24,   3.42,   4.34,   2.68,  -1.68,   2.14,   2.07
196001,  -3.36, -11.17,  -8.41,  -7.50,  -9.79,   0.95,  -5.67,  -6.38,  -2.08,  -4.51
196002,   2.96,  -2.22,   0.49,  -3.46,   5.35,   8.37,   4.22,   0.31,   2.77,  -0.02
196003,  -1.41,  -4.38,  -3.55,  -0.80,   1.64,   0.17,   0.10,   1.62,   1.75,  -2.27
196004,   1.52,  -1.57,  -3.53,  -4.26,   0.52,  -1.05,  -0.23,   1.65,   1.38,  -1.11
196005,   6.53,  -0.69,   3.86,  -3.49,   9.55,   3.32,   3.14,  13.73,   1.50,   0.25
196006,   4.33,   0.80,   1.67,   3.53,   1.45,  -0.35,   3.82,  -0.16,   5.77,   2.79
196007,  -0.95,  -0.59,  -4.16,   0.70,  -4.20,   0.10,  -3.01,  -3.87,  -1.07,  -1.39
196008,   4.52,   3.50,   1.70,   4.10,   1.16,   7.11,   3.13,   2.47,   4.32,   3.11
196009,  -3.44,  -5.68,  -7.04,  -1.00,  -8.73,  -5.95,  -8.39,  -8.72,  -4.49,  -5.70
196010,   1.66,  -1.34,  -0.97,   2.42,  -3.25,   0.14,   0.23,  -3.49,  -0.34,  -0.81
196011,   8.67,  -0.70,   4.84,   3.39,   7.02,   4.19,   6.92,   4.05,   3.74,   6.67
196012,   4.48,  -0.41,   3.96,   5.31,   3.03,  12.56,   2.26,   6.22,   6.36,   4.21
196101,   5.41,   8.36,   6.60,   9.76,   2.87,   7.89,   2.94,   6.02,   4.96,   7.78
196102,   6.61,   4.01,   5.06,   0.73,   2.71,   0.75,   4.96,   5.20,   3.63,   5.68
196103,   4.85,   3.43,   1.61,   1.40,   2.77,   7.48,   5.87,   3.80,   2.02,   3.55
196104,  -1.35,  -1.71,  -1.34,   4.75,   0.48,   0.80,   0.59,  -0.31,   1.86,   0.57
196105,   3.68,   1.28,   4.58,   0.14,   2.86,  -1.04,   4.09,   2.28,   2.39,   4.18
196106,  -1.40,  -1.53,  -2.97,  -4.02,  -3.36,  -4.02,   0.58,  -3.43,  -1.87,  -3.74
196107,   2.84,   6.15,   2.48,   2.28,   1.79,   6.43,   2.46,   3.50,   2.87,   1.26
196108,   5.13,   1.36,   2.45,   0.17,   4.49,   0.21,   3.26,   3.86,   3.81,   5.19
196109,   0.05,   4.67,  -4.47,  -6.42,   0.22,  -2.73,   0.31,  -1.23,   1.41,  -1.80
196110,   3.35,   0.54,  -0.22,   6.67,   3.37,   0.20,   9.06,   3.66,   5.31,   2.30
196111,   5.49,   9.73,   2.93,   5.44,   2.92,   8.50,   5.13,   3.13,   3.42,   3.84
196112,  -3.19,   2.87,   0.17,   3.85,  -0.68,   3.32,  -0.35,  -1.99,  -4.20,  -1.86
196201,  -6.15,  -0.17,  -3.55,   0.14,  -4.96,  -6.07,  -8.63,  -4.78,  -2.59,  -1.46
196202,   0.25,  -1.47,   1.40,   5.31,  -0.02,   4.11,   1.64,   3.75,   2.63,   1.70
196203,  -1.10,   0.41,  -0.44,  -1.68,   0.23,  -2.94,   0.91,   0.41,   1.96,  -1.77
196204,  -6.77,  -5.18,  -7.95,  -3.57, -11.07,  -4.68,  -4.43, -11.34,  -2.79,  -7.08
196205, -11.31,  -4.45,  -8.23,  -4.95, -11.18,  -7.06,  -9.08, -10.81, -10.47,  -7.86
196206,  -8.82,  -6.07,  -9.62,  -4.84, -11.57,  -8.52, -10.26, -12.90,  -5.11,  -9.16
196207,   5.23,   8.03,   5.25,   4.90,  11.30,   7.23,   4.37,   7.78,   7.39,   5.74
196208,   0.90,   3.85,   2.36,   1.84,   3.39,   1.58,   4.30,  -7.92,   3.15,   3.83
196209,  -5.61,  -2.20,  -5.80,  -1.77,  -8.87,  -6.06,  -6.63,  -4.05,  -2.87,  -5.76
196210,  -3.27,   2.46,   1.48,  -0.29,  -0.14,   2.77,  -1.34,   2.46,  -1.09,   0.57
196211,  12.12,   6.82,  13.23,  10.75,  14.58,   7.17,  11.16,  17.63,   7.65,  14.78
196212,   1.45,   3.54,  -1.07,   4.69,  -0.17,   1.08,   0.04,   0.88,   3.48,   1.39
196301,   5.94,   7.60,   5.78,   2.68,   5.64,   4.13,   4.13,   5.66,   5.25,   5.22
196302,  -3.04,  -2.92,  -2.56,  -1.33,  -5.07,  -1.11,  -0.68,  -2.58,  -1.46,  -0.49
196303,   2.56,   7.09,   2.88,   6.98,   2.75,   1.94,   2.01,   1.18,   1.79,   2.94
196304,   2.39,   5.65,   4.67,   6.05,   6.42,   3.73,   5.46,   7.63,   2.37,   5.93
196305,   1.88,   8.05,   2.10,  -0.10,   4.20,  -0.64,   2.61,  -0.25,   1.04,   3.57
196306,  -1.38,  -3.24,  -2.56,   1.21,  -4.92,  -1.94,  -1.39,  -1.09,  -1.13,  -1.37
196307,  -0.48,  -0.07,  -1.38,   2.30,  -0.68,  -0.25,  -1.05,   0.57,   0.81,  -1.59
196308,   4.89,   6.57,   6.20,   3.94,   5.14,   4.29,   6.43,   9.57,   4.12,   5.40
196309,  -1.74,  -0.25,  -0.81,  -3.65,   0.17,   2.36,   0.92,  -4.07,  -2.49,  -3.16
196310,   2.66,  10.71,   2.56,  -0.33,   8.22,   3.43,   0.52,   3.39,  -0.67,   1.40
196311,  -1.13,  -5.20,   0.31,  -1.14,  -0.29,   4.14,  -1.25,  -1.64,  -1.06,   0.10
196312,   2.84,   0.58,   1.94,   4.66,   3.04,  -0.09,   0.33,   1.54,   2.41,   2.65
196401,   0.78,   1.22,   2.66,   4.85,   2.93,   3.32,   2.51,   3.70,   1.39,   1.17
196402,   1.86,   1.65,   2.73,   1.08,   1.96,  -0.28,   1.63,   1.65,   0.87,   5.34
196403,   3.08,   1.08,   3.69,   1.40,   3.38,  -0.90,   2.43,  -1.94,  -0.74,   2.33
196404,  -0.47,   1.80,  -1.72,   4.04,  -3.63,   0.83,   2.87,  -1.42,   1.05,   0.29
196405,   1.55,   1.51,   1.75,   2.14,   2.73,  -0.39,   3.90,   0.52,   0.84,   2.38
196406,   1.67,   0.77,   0.88,   0.67,   0.51,   4.69,   3.83,   0.58,   2.21,   1.28
196407,   1.76,   5.63,   1.34,   3.34,  -1.81,  -2.01,   1.19,   4.75,   4.93,   1.29
196408,  -0.26,   1.42,  -1.26,  -1.87,  -2.76,  -1.56,   0.33,  -4.22,  -0.04,  -3.14
196409,   1.70,   4.64,   4.77,   3.06,   1.15,  -1.03,   3.48,   2.75,   1.88,   3.94
196410,  -0.19,   0.07,   0.43,   3.07,  -0.99,  -0.89,   2.31,   2.86,   0.95,   1.86
196411,   0.71,  -1.14,  -0.60,   2.55,  -0.23,  -2.23,   3.23,   2.17,   1.37,  -1.65
196412,   0.23,   1.89,  -0.70,  -0.21,  -0.01,   3.12,   0.16,   4.38,   0.49,  -1.78
196501,   6.06,   3.81,   5.39,   0.35,   7.46,   0.25,   3.05,   7.66,   3.96,   4.73
196502,   1.59,  -0.52,   2.55,  -3.39,   2.19,   0.80,   1.39,   2.42,   0.43,   2.58
196503,  -0.77,   1.28,  -1.15,  -3.03,  -0.46,  -1.68,  -0.82,  -0.92,  -0.52,  -0.38
196504,   4.20,   6.78,   4.05,   0.86,   5.14,   2.33,   6.80,   2.97,   0.66,   2.32
196505,  -0.78,  -3.30,  -0.55,   0.86,   0.47,   2.77,   0.19,  -1.25,  -0.97,  -1.51
196506,  -5.10,  -6.81,  -6.24,  -2.05,  -5.73,  -4.18,  -6.22,  -5.31,  -3.66,  -7.02
196507,   1.58,   2.29,   2.07,   1.86,   3.59,  -0.37,  -1.40,   3.95,   1.06,   3.34
196508,   4.06,   3.43,   3.52,   1.54,   5.87,   1.33,   2.29,   6.30,   0.93,   5.09
196509,   0.48,   7.12,   3.84,   4.37,   5.26,   1.10,  -0.68,   2.24,   1.39,   1.77
196510,   2.59,   6.14,   4.36,   1.84,   5.21,  -2.27,   0.31,   3.23,   1.05,   4.03
196511,   1.08,  -3.81,   1.39,   0.70,   2.74,  -4.31,   1.34,   3.79,  -1.01,   4.12
196512,   1.29,   1.48,   3.24,   0.19,  -1.52,  -0.85,   1.26,   3.82,  -0.33,   3.31
196601,   1.93,   0.60,   2.91,   1.03,   1.34,  -1.29,  -4.28,   2.78,  -3.01,   5.16
196602,  -0.48,  -1.49,  -0.72,  -3.47,   5.01,   0.47,  -1.84,  -1.56,  -4.18,   2.06
196603,  -2.65,  -2.97,  -1.78,  -2.24,  -0.90,  -4.85,  -2.12,  -1.60,  -0.14,  -2.57
196604,   0.41,   0.15,   2.86,   3.14,   7.63,   1.27,   3.08,  -0.01,   1.18,   3.02
196605,  -4.92,  -8.40,  -5.69,  -3.78,  -6.07,  -2.99,  -2.93,  -5.26,  -2.74,  -7.78
196606,  -1.80,  -1.97,  -0.95,  -2.27,  -0.13,   0.47,  -2.38,   0.99,  -1.79,   0.64
196607,  -1.19,  -2.57,  -1.60,   0.40,  -1.71,  -1.16,  -1.97,  -1.72,  -0.18,  -1.90
196608,  -7.22,  -7.62,  -7.87,  -6.44,  -6.11,  -4.57,  -6.42,  -8.11,  -8.61, -11.84
196609,  -1.45,  -0.97,  -3.61,   3.91,  -1.94,  -0.56,  -2.00,  -1.14,   4.36,  -1.92
196610,   4.53,   0.37,   2.52,   8.46,   0.28,   9.18,  -1.38,   4.87,   9.96,   3.03
196611,   2.31,  -3.46,   2.78,  -1.17,  10.98,  -2.84,   0.70,   6.91,  -1.37,   7.92
196612,   0.22,  -2.65,   1.37,  -0.66,   0.46,   2.96,  -4.16,  -0.18,   2.09,   2.19
196701,   9.39,  11.78,  11.19,   3.58,  10.31,   6.24,  11.80,   6.45,   2.84,  11.97
196702,   2.03,  -1.09,   1.22,  -0.10,   6.19,   2.13,   3.22,   1.40,  -1.73,  -0.32
196703,   4.45,   3.84,   5.79,   3.62,   5.51,   2.96,   2.33,   7.86,   1.54,   4.41
196704,   4.60,  11.06,   3.75,   1.67,   7.83,   0.22,   9.21,   4.45,   1.88,   2.11
196705,  -2.72,  -7.35,  -3.67,  -2.46,  -4.34,  -5.66,  -4.57,  -5.29,  -4.12,  -2.02
196706,   2.75,   1.59,   2.10,   2.28,   6.42,   2.73,   3.78,   5.41,  -1.31,   3.51
196707,   6.05,  11.11,   5.03,   6.93,   3.99,  -6.58,   6.00,   3.79,   2.33,   7.82
196708,  -0.82,   0.14,  -0.40,  -1.48,  -1.01,  -1.24,   0.33,   0.65,  -0.65,  -0.25
196709,   3.10,   4.98,   3.11,   4.24,   8.36,   1.22,   2.45,   2.90,  -0.10,   1.27
196710,  -2.62,  -4.91,  -4.52,  -0.96,   4.89,  -3.49,   0.66,  -5.03,  -5.37,  -5.04
196711,   0.49,  -0.96,   0.63,   0.78,   1.42,   0.08,   0.84,   1.33,   3.19,  -0.32
196712,   3.13,   0.88,   5.20,   3.07,   2.13,   0.12,   3.45,   1.70,   3.29,   5.40
196801,  -0.43,  -5.15,  -6.36,  -0.90,  -8.73,   2.67,   1.13,  -6.57,   0.18,  -1.90
196802,  -2.71,  -2.34,  -4.27,  -2.68,  -4.58,  -2.42,  -0.85,  -4.25,  -1.49,  -3.44
196803,   0.64,   0.65,   0.84,   0.74,   4.24,  -1.12,   2.86,   0.11,  -3.94,  -0.27
196804,  10.97,  11.69,  10.65,   5.65,  12.44,   2.21,  12.22,  11.90,   2.42,  11.94
196805,   5.00,  -0.34,   3.16,   1.24,   3.83,  -0.73,   3.43,   3.35,   0.44,   6.23
196806,   1.00,  -1.42,  -0.22,   1.84,  -2.03,   4.18,   0.51,   2.23,   8.45,   3.03
196807,  -3.69,  -2.92,  -3.97,   5.28,  -5.51,  -0.20,  -5.16,  -4.12,   0.18,  -3.01
196808,   2.74,   1.25,   3.34,   1.30,   0.54,   1.29,   2.26,   0.68,  -0.87,   2.62
196809,   4.87,   6.64,   4.55,   3.51,   2.94,   2.97,   7.84,   0.84,   0.26,   9.44
196810,   0.87,   4.67,   0.93,   2.59,  -4.90,   3.17,   0.69,  -0.04,   0.49,   1.09
196811,   4.67,  -0.14,   5.77,   5.68,   8.61,   5.39,   5.14,   8.12,   8.81,   7.71
196812,  -1.02,  -4.46,  -3.32,  -2.53,  -5.34,  -6.67,  -4.13,  -1.02,  -2.92,  -3.68
196901,  -1.19,  -1.72,  -0.45,  -1.14,  -4.68,   1.17,  -0.97,  -0.23,   2.44,   0.78
